Time;Video4_EmbryoA;Video6_EmbryoB;Video9_EmbryoC;Video10_EmbryoD;Video11_EmbryoE;Video17_EmbryoF;Video18_EmbryoG;Video19_EmbryoH;Video20_EmbryoI;Video221_EmbryoJ1;Video231_EmbryoK1;Video15_EmbryoL;Video16_EmbryoM;Video222_EmbryoJ2;Video232_EmbryoK2
4.95;0.684555186;0.560559239;0.61932433;0.580800598;0.6629033;0.680065985;0.789133171;0.644702554;0.678222979;0.536616972;0.615908817;0.57347308;0.533931174;0.559752047;0.566405145
5;0.690952898;0.560184701;0.632873393;0.574276262;0.66802269;0.667234551;0.801964605;0.648295355;0.684279;0.534307314;0.6094931;0.570209988;0.532581814;0.560027923;0.567361087
5.05;0.690952898;0.563924944;0.632719426;0.579369991;0.667843063;0.660818834;0.814796039;0.646454044;0.677106721;0.532331273;0.6094931;0.581748816;0.532253452;0.56054118;0.569080499
5.1;0.69735061;0.562657674;0.635433088;0.579369991;0.666072446;0.673650268;0.808380322;0.647371492;0.674264754;0.541371018;0.62874025;0.575120018;0.534228752;0.563691297;0.576015889
5.15;0.69735061;0.700918383;0.644132202;0.575969895;0.667381163;0.680065985;0.789133171;0.650996372;0.679217347;0.530220502;0.62874025;0.576808002;0.529929268;0.559771294;0.576009474
5.2;0.69735061;0.687465824;0.65349209;0.580338698;0.665738852;0.673650268;0.795548888;0.648295355;0.681802703;0.535789345;0.622324533;0.571908233;0.536332317;0.563684881;0.576182698
5.25;0.69735061;0.696126358;0.650528233;0.721712135;0.6629033;0.680065985;0.801964605;0.653851366;0.684279;0.665944992;0.622388691;0.570256164;0.537789422;0.562106615;0.573642074
5.3;0.710146034;0.692858135;0.648449683;0.728691955;0.671942424;0.680065985;0.801964605;0.646678594;0.681687228;0.660979227;0.6094931;0.573452558;0.531335066;0.569157488;0.578024009
5.35;0.69735061;0.703273351;0.649719908;0.721295142;0.668407607;0.686481702;0.808380322;0.649944194;0.681687228;0.673650268;0.615908817;0.573339683;0.538010039;0.745365151;0.576112125
5.4;0.710146034;0.701272398;0.654101541;0.726273396;0.66802269;0.680065985;0.801964605;0.650104587;0.682931792;0.675196456;0.622324533;0.575412465;0.534285189;0.757131576;0.573295625
5.45;0.703748322;0.71553047;0.654101541;0.725785835;0.673174157;0.680065985;0.795548888;0.648128546;0.679583018;0.674599794;0.622324533;0.581635942;0.529123757;0.740681678;0.573879456
5.5;0.69735061;0.705802761;0.649873874;0.729532357;0.673340954;0.686481702;0.808380322;0.647814176;0.679724154;0.675626309;0.62874025;0.577454463;0.52915454;0.752473765;0.560040754
5.55;0.703748322;0.703391356;0.656071031;0.728050428;0.666585668;0.686481702;0.808380322;0.648468579;0.675085909;0.67053223;0.622324533;0.573283246;0.538066477;0.750850589;0.563928679
5.6;0.703748322;0.70516656;0.657302764;0.733644549;0.673308878;0.680065985;0.814796039;0.650598597;0.691887517;0.678898324;0.615908817;0.579660642;0.53666581;0.751691048;0.568515916
5.65;0.703748322;0.710753836;0.659496789;0.729865951;0.673815685;0.680065985;0.801964605;0.653248289;0.684663916;0.675478747;0.622324533;0.583785683;0.538528235;0.756329611;0.57718355
5.7;0.831702563;0.713088281;0.653934744;0.728467421;0.670312944;0.673650268;0.814796039;0.65344076;0.694261169;0.68270926;0.622324533;0.771957339;0.529734304;0.756348858;0.568413265
5.75;0.838100275;0.70817312;0.653293217;0.730725598;0.676901432;0.827627472;0.801964605;0.654217062;0.691534677;0.680072401;0.635155967;0.767385932;0.529657344;0.752441687;0.578973535
5.8;0.831702563;0.715704912;0.661036455;0.733323785;0.680230961;0.808380322;0.808380322;0.648468579;0.695371012;0.68140687;0.62874025;0.771428883;0.531724995;0.751633306;0.582207056
5.85;0.844497987;0.713088281;0.659721323;0.733189064;0.674322491;0.795548888;0.801964605;0.650451036;0.694703823;0.689606156;0.73139172;0.765256713;0.53279217;0.750850589;0.580930328
5.9;0.844497987;0.708106422;0.658624311;0.739623586;0.851191651;0.808380322;0.917447508;0.646755583;0.691098438;0.677313642;0.73139172;0.765107924;0.537994647;0.755546894;0.583073178
5.95;0.838100275;0.717998312;0.662928961;0.732695088;0.838110903;0.808380322;0.923863225;0.652427077;0.695018172;0.674824344;0.724976003;0.773460619;0.534156923;0.751658969;0.58913603
6;0.838100275;0.718075271;0.662537629;0.740194545;0.844519764;0.814796039;0.923863225;0.654659746;0.688153826;0.685358951;0.724976003;0.778627182;0.534392932;0.752416024;0.583759659
6.05;0.838100275;0.718039357;0.657957122;0.731501846;0.835769327;0.801964605;0.930278942;0.770373615;0.696128014;0.685358951;0.73139172;0.767360279;0.535193313;0.753981459;0.585081297
6.1;0.850895699;0.7148994;0.657373332;0.731296558;0.843942389;;0.923863225;0.769533156;0.70183761;0.685506513;0.718560286;0.76943306;0.53041668;0.752050328;0.590136882
6.15;0.844497987;0.724185873;0.665418088;0.734722315;0.856817848;;0.930278942;0.77941336;0.706430948;0.679976165;0.724976003;0.774676583;0.534079963;0.756913441;0.595230961
6.2;0.844497987;0.717972658;0.675457995;0.735030248;0.844519764;;0.936694658;0.768827427;0.801915916;0.685814467;0.73139172;0.773845418;0.68000073;0.75985184;0.587127911
6.25;0.838100275;0.722923734;0.673507751;0.734298907;0.853552472;;0.917447508;0.76921237;0.805174876;0.680309782;0.73139172;0.775846371;0.682355698;0.752031081;0.595192467
6.3;0.844497987;0.718613989;0.669600848;0.733458506;0.846579067;;0.930278942;0.763399731;0.811134667;0.685083075;0.724976003;0.784296549;0.67603987;0.758876651;0.591965361
6.35;0.857293411;0.720461023;0.665418088;0.733740778;0.846431516;;0.923927382;0.769366348;0.811949407;0.685654074;0.73139172;0.781967234;0.6803137;0.75104306;0.598015382
6.4;0.844497987;0.718029095;0.671191837;0.730725598;0.85151883;;0.936694658;0.772664026;0.802882052;0.694899122;0.737807436;0.781967234;0.679405575;0.752999854;0.600286546
6.45;0.978849939;0.723026347;0.672744333;0.733189064;0.858768092;;0.923863225;0.764426246;0.802997535;0.806769977;0.75063887;0.781905666;0.67730714;0.748123909;0.774267955
6.5;0.978849939;0.724185873;0.662858393;0.732983775;0.85686917;;0.943174532;0.776628939;;0.806923954;0.744223153;0.778991458;0.678610325;0.751049476;0.777090871
6.55;0.991645363;0.723426537;0.772585274;0.740194545;0.857356731;;0.930278942;0.774473258;;0.812704515;0.737807436;0.780068894;0.681996553;0.745179095;0.777360331
6.6;0.978849939;0.710030415;0.767055306;0.742305171;0.850004825;;0.930278942;0.769366348;;0.810163891;0.73139172;0.779155639;0.678456405;0.75300627;0.78554037
6.65;0.972452227;0.710651223;0.774740807;0.735780835;0.860981362;;0.923863225;0.777289758;;0.806769977;0.75063887;0.780469085;0.678266571;0.746147868;0.777636207
6.7;0.972452227;0.727254001;0.772585274;0.739110364;0.857895614;;0.930278942;0.776481378;;0.814558657;0.737807436;0.778298821;0.674449369;0.748143156;0.777700364
6.75;0.985247651;0.714878877;0.781393448;0.87942528;0.862347816;;0.923863225;0.776782916;;0.81489869;0.737807436;0.780233075;0.673412978;0.751049476;0.785123348
6.8;0.985247651;0.724185873;0.786583406;0.888381006;0.881798933;;0.936694658;0.778957844;;0.809965004;0.75063887;0.770859381;0.681883678;0.755052883;0.788555757
6.85;0.985247651;0.724185873;0.77329737;0.881561567;0.867146442;;0.936694658;0.778566486;;0.813166446;0.75063887;0.774153257;0.677579064;0.749086267;0.790185349
6.9;0.991645363;0.717998312;0.789508772;0.886456423;0.86592754;;;0.778816698;;0.813006054;0.75063887;0.779335212;0.674603288;0.745166264;0.791539065
6.95;0.978849939;0.727259132;0.783298785;0.879232822;0.865022986;;;0.786111369;;0.820454701;0.744223153;0.782541867;0.674028656;0.743215886;0.799603621
7;1.004440787;0.727418182;0.789803875;0.884557501;0.852904529;;;0.775012178;;0.811062091;0.744223153;0.777123902;0.678815551;0.748136741;0.799340577
7.05;0.985247651;0.85419137;0.783388599;0.881798933;0.85663822;;;0.781042952;;0.824778894;0.737807436;0.775507748;0.680590755;0.752018249;0.792026659
7.1;0.985247651;0.849199249;0.785666022;0.890825226;0.862347816;;;0.778348351;;0.814571488;0.744223153;0.781407994;0.679169565;0.91648515;0.796293111
7.15;0.998043075;0.85419137;0.791523169;0.889497264;0.863278031;;;0.781293165;;0.828217718;0.744223153;0.947784656;0.675470368;0.933865327;0.801002247
7.2;0.998043075;0.857254367;0.795173461;0.88929839;0.86175761;;;0.78598947;;0.824265637;0.73139172;0.945850401;0.679236264;0.919205414;0.804145949
7.25;0.998043075;0.851041152;0.787532867;0.890081054;0.866126413;;;0.784135328;;0.822289596;0.737807436;0.943002892;0.677076261;0.921636971;0.813423075
7.3;0.998043075;0.853642391;0.787898538;0.891466754;0.861950069;;;0.783294869;;0.829911467;0.744223153;0.937718324;0.680406052;0.928982967;0.815296464
7.35;1.004440787;0.856628428;0.794230415;0.892717732;0.85663822;;;0.787375265;;0.827056473;0.757054587;0.940581226;0.679113128;0.921630555;0.820063342
7.4;0.998043075;0.854134933;0.802961606;0.894141924;0.869956333;;;0.785771336;;0.820653588;0.73139172;0.937990248;0.678512842;0.921636971;0.817432898
7.45;0.991645363;0.849188988;0.793941728;0.889112347;0.87429306;;;0.783513003;;0.830630028;0.744223153;0.939406307;0.674900866;0.921630555;0.820191656
7.5;0.991645363;0.85166196;0.800915133;0.896117829;0.863258785;;;0.907881674;;0.831207442;0.744223153;0.935855899;0.796486969;0.911865834;0.816804158
7.55;0.998043075;0.856613036;0.79573159;0.897208426;0.873433413;;;0.904885534;;0.830039782;0.737807436;0.946142848;0.800565834;0.919179751;0.819627073
7.6;0.998043075;0.854165717;0.80120382;0.893692854;1.014338535;;;0.905899218;;0.829526524;0.75063887;0.941874149;0.797651626;0.916728948;0.834030358
7.65;0.985311628;0.857603251;0.807747402;0.896521991;1.029144992;;;0.905257646;;0.826504722;0.737807436;0.941997285;0.796984642;0.90453267;1.061473935
7.7;0.991645363;0.85166196;0.892371307;0.890825226;1.026970213;;;0.914034347;;0.825215163;0.737807436;0.950421809;0.803002892;0.913084821;1.0585612
7.75;0.998043075;0.847706231;0.893667193;0.896996721;1.021966298;;;0.916241353;;0.828217718;0.737807436;0.940709492;0.802397476;0.908183213;1.053479952
7.8;0.991645363;0.84968153;0.904816943;0.896778602;1.029735197;;;0.91970584;;0.824265637;0.737807436;0.942156335;0.802623224;0.902049788;1.061390531
7.85;0.998043075;0.844232782;0.898491481;0.896162736;1.03897961;;;;;0.82917366;0.75063887;0.944034152;0.794285921;0.899637478;
7.9;0.998107052;0.846721146;0.911116744;0.897747309;1.04176384;;;;;0.826382823;0.75063887;0.944424081;0.801648401;0.916780273;
7.95;0.991645363;0.849188988;0.897830707;0.896778602;1.038678092;;;;;0.826523969;0.737807436;0.942325646;0.803310731;0.918454775;
8;0.985247651;0.846710885;0.896778602;0.895720082;1.03559876;;;;;0.953574409;0.85329034;0.945475864;0.796753763;0.912039059;
8.05;0.998043075;0.84176494;0.905657344;1.046575297;1.032224324;;;;;0.955980303;0.85329034;0.947363943;0.801863888;0.913886785;
8.1;1.125997316;0.851682483;0.902841038;1.044368442;1.03559876;;;;;0.94843542;0.866121773;0.94354161;0.797415616;0.909107076;
8.15;1.13879274;0.854632606;0.904015033;1.039922656;1.040653997;;;;;0.947094535;0.87253749;0.944321468;0.803685268;0.905276893;
8.2;1.125997316;0.854150325;0.902167434;1.037318053;1.043341998;;;;;0.948948678;0.866121773;0.944855056;0.811022095;0.899380849;
8.25;1.13879274;0.839286837;0.90638227;1.039698121;1.042289892;;;;;0.942661275;0.87253749;0.948087364;0.798375047;0.905379545;
8.3;1.125997316;0.84572067;0.903771253;1.040160021;1.042142341;;;;;0.945336629;0.866121773;0.940119467;0.79855462;0.905007433;
8.35;1.126189247;0.962576315;0.906215473;1.037318053;1.047941751;;;;;0.945253225;0.859706056;0.942094767;0.802874626;1.048142076;
8.4;1.125997316;0.95565507;0.90092287;1.039480002;1.056955213;;;;;0.942314826;0.859706056;0.945455341;0.800765929;1.050663452;
8.45;1.125997316;0.965557221;0.900749658;1.042783869;1.042366876;;;;;0.944528249;0.859706056;0.945085935;0.803043937;1.056495339;
8.5;1.119599604;0.957671415;0.906677373;1.04525375;1.037837691;;;;;0.950257484;0.859706056;1.12050793;0.800796713;1.05225455;
8.55;1.13879274;0.965572613;0.921881577;1.044124661;1.04119288;;;;;0.948826779;0.866121773;1.118660897;0.796553667;1.062032103;
8.6;1.13879274;0.958646238;0.916300287;1.045657912;1.049250467;;;;;0.943405498;0.859706056;1.129871363;0.798980464;1.060068893;
8.65;1.13879274;0.958199872;0.90858271;1.039698121;1.050751641;;;;;0.955390057;0.87253749;1.126423567;0.794881076;1.058593278;
8.7;1.145190452;0.952356063;0.918552049;1.041058159;1.054382688;;;;;0.956621875;0.859706056;1.120990211;0.789781212;1.068698032;
8.75;1.13879274;0.968548389;0.918667524;1.038036564;1.04735796;;;;;0.950571854;0.866121773;1.126639055;0.789186056;1.065387523;
8.8;1.157985876;0.962607099;0.918776583;1.04722324;1.044554485;;;;;0.947960657;0.87253749;;0.792444018;;
8.85;1.125997316;0.959010514;0.914940248;1.042610656;1.045042046;;;;;0.945118495;0.866121773;;0.798621318;;
8.9;1.125997316;0.957425144;0.916794263;1.050559183;1.053381905;;;;;0.94525964;0.87253749;;0.797384832;;
8.95;1.145190452;0.964556745;0.921612135;1.050199928;1.059970393;;;;;0.956737358;0.87253749;;0.943043937;;
9;1.119599604;;0.923786914;1.043245769;1.059970393;;;;;0.954530351;0.878953207;;0.943095243;;
9.05;1.164383588;;0.927501359;1.048089302;1.210536921;;;;;0.955531203;0.878953207;;0.944701136;;
9.1;1.157985876;;0.93357021;1.045619421;1.213443041;;;;;0.947466647;0.878953207;;0.941453436;;
9.15;1.1707813;;0.928739507;1.052349045;1.220621735;;;;;0.954761317;0.859706056;;0.942972108;;
9.2;1.1707813;;0.92914367;1.053029064;1.208933102;;;;;1.051298608;0.87253749;;0.936784546;;
9.25;1.151588164;;0.937695232;1.053215107;1.209253866;;;;;1.053390132;0.866121773;;0.944341991;;
9.3;1.151588164;;0.9296184;1.05513969;1.214026831;;;;;1.056880282;0.87253749;;0.946897054;;
9.35;1.157985876;;0.936078583;1.046260948;1.205443192;;;;;1.055436746;0.878953207;;;;
9.4;1.151588164;;1.031942052;1.050764472;1.226260762;;;;;1.060056062;0.87253749;;;;
9.45;1.145190452;;1.033013403;1.060438708;1.205116013;;;;;1.05194018;0.891784641;;;;
9.5;1.151588164;;1.03770297;1.052310554;1.223091616;;;;;1.054557793;0.878953207;;;;
9.55;1.177179012;;1.036227457;1.052669809;1.230706549;;;;;1.051657889;1.000851827;;;;
9.6;1.151588164;;1.036901061;1.057436359;1.22305954;;;;;1.05194018;1.000851827;;;;
9.65;1.151588164;;1.03073598;1.060900608;1.22656228;;;;;1.053877727;0.988020393;;;;
9.7;1.157985876;;1.03874866;1.060079453;1.224483731;;;;;1.046454742;1.007267544;;;;
9.75;1.138856717;;1.041975544;1.062376122;1.229622367;;;;;1.051792619;1.000851827;;;;
9.8;1.138856717;;1.045151105;1.069958978;1.224733927;;;;;1.061069745;1.000851827;;;;
9.85;1.26674698;;1.051534305;1.200497014;1.224214289;;;;;1.06008814;1.007267544;;;;
9.9;1.253951556;;1.040153605;1.206399068;1.229378587;;;;;1.054795174;1.007267544;;;;
9.95;1.260349268;;1.043316337;1.204660528;1.240181911;;;;;1.054063782;1.007267544;;;;
10;1.253951556;;1.046581712;1.204172967;1.236820307;;;;;1.057881134;1.000851827;;;;
10.05;1.247681798;;1.056615204;1.201696671;1.23817393;;;;;1.052087742;1.020098977;;;;
10.1;1.26674698;;1.052259231;1.201247601;1.246917951;;;;;1.066920879;1.020098977;;;;
10.15;1.26674698;;1.049526324;1.208997255;1.244807325;;;;;1.057322966;1.026514694;;;;
10.2;1.260413245;;1.049879164;1.203229922;1.242215554;;;;;1.060774622;1.026514694;;;;
10.25;1.26674698;;1.045722065;1.205725464;1.238546016;;;;;1.063180516;1.032994568;;;;
10.3;1.253951556;;1.05489591;1.206687755;1.378976408;;;;;1.067562451;1.032930411;;;;
10.35;1.285940116;;1.060342479;1.195608574;1.376147271;;;;;1.053877727;1.026514694;;;;
10.4;1.279542404;;1.048762906;1.206893044;1.378257897;;;;;1.069102223;1.026514694;;;;
10.45;1.305133252;;1.049167068;1.205879431;1.374010984;;;;;1.056739136;1.032930411;;;;
10.5;1.279542404;;1.048044395;1.20958746;1.371021465;;;;;1.063892661;1.026514694;;;;
10.55;1.311530964;;1.050828625;1.209401417;1.385661125;;;;;1.057322966;1.026514694;;;;
10.6;1.292337828;;1.065654328;1.208503278;1.37694918;;;;;1.063507718;1.013683261;;;;
10.65;1.292337828;;1.057102765;1.212243384;1.369655012;;;;;1.156465039;1.020098977;;;;
10.7;1.285940116;;1.05675634;1.216156703;1.387521555;;;;;1.166255423;1.026514694;;;;
10.75;;;1.162614809;1.219454155;1.381574594;;;;;1.15915964;1.032930411;;;;
10.8;;;1.161434398;1.225035445;1.388272143;;;;;1.16296416;1.020098977;;;;
10.85;;;1.166585865;1.218857534;1.391319399;;;;;1.158838854;1.032930411;;;;
10.9;;;1.177145409;1.215765371;1.393693051;;;;;1.163785372;1.020098977;;;;
10.95;;;1.177459758;1.217677123;1.382947463;;;;;1.161629691;1.020098977;;;;
11;;;1.171846391;1.221019482;1.393057938;;;;;1.163734046;1.026578851;;;;
11.05;;;1.171519212;1.224195043;1.394578359;;;;;1.169501775;1.013683261;;;;
11.1;;;1.167541741;1.33974058;1.403271058;;;;;1.176084301;1.026322223;;;;
11.15;;;;1.348086854;1.405606218;;;;;1.182262636;1.039346128;;;;
11.2;;;;1.344526376;1.410603718;;;;;1.179612945;1.013683261;;;;
11.25;;;;1.345559235;1.405843584;;;;;1.173216475;1.007267544;;;;
11.3;;;;1.349196696;1.413490593;;;;;1.17679003;;;;;
11.35;;;;1.358280727;1.422099893;;;;;1.182262636;;;;;
11.4;;;;1.364503545;1.408531584;;;;;1.172998341;;;;;
11.45;;;;1.34893367;1.419296417;;;;;1.18739521;;;;;
11.5;;;;1.349851055;1.417461648;;;;;1.182480771;;;;;
11.55;;;;1.364535621;1.420290785;;;;;1.183359724;;;;;
11.6;;;;1.365889245;1.539043959;;;;;;;;;;
11.65;;;;1.361648747;1.551887342;;;;;;;;;;
11.7;;;;1.367371173;1.553953061;;;;;;;;;;
11.75;;;;1.359396985;1.551611485;;;;;;;;;;
11.8;;;;1.361366475;1.548307618;;;;;;;;;;
11.85;;;;1.371290907;1.56195291;;;;;;;;;;
11.9;;;;1.36102005;1.564018629;;;;;;;;;;
11.95;;;;1.354893462;1.5634605;;;;;;;;;;
12;;;;1.373549084;1.554703648;;;;;;;;;;
12.05;;;;1.3657866;1.559329062;;;;;;;;;;
12.1;;;;1.370758439;1.54474714;;;;;;;;;;
12.15;;;;1.367813827;1.547480047;;;;;;;;;;
12.2;;;;1.36392617;1.554947428;;;;;;;;;;
12.25;;;;1.367935718;1.563543898;;;;;;;;;;
12.3;;;;1.359210942;1.569696148;;;;;;;;;;
12.35;;;;1.352879065;1.562190275;;;;;;;;;;
12.4;;;;1.361552518;1.569478029;;;;;;;;;;
12.45;;;;1.362976709;1.565410744;;;;;;;;;;
12.5;;;;;1.569696148;;;;;;;;;;
12.55;;;;;1.581282136;;;;;;;;;;
12.6;;;;;1.579492274;;;;;;;;;;
12.65;;;;;1.594497605;;;;;;;;;;
12.7;;;;;1.592091877;;;;;;;;;;
12.75;;;;;1.594625911;;;;;;;;;;
12.8;;;;;1.594196087;;;;;;;;;;
12.85;;;;;1.593516068;;;;;;;;;;
12.9;;;;;1.601637807;;;;;;;;;;
12.95;;;;;1.60808516;;;;;;;;;;
13;;;;;1.602183106;;;;;;;;;;
13.05;;;;;1.590013327;;;;;;;;;;
13.1;;;;;1.617348818;;;;;;;;;;
13.15;;;;;1.627363064;;;;;;;;;;
13.2;;;;;1.611305628;;;;;;;;;;
13.25;;;;;1.620588533;;;;;;;;;;
13.3;;;;;1.636190484;;;;;;;;;;
13.35;;;;;;;;;;;;;;;
13.4;;;;;;;;;;;;;;;
13.45;;;;;;;;;;;;;;;
13.5;;;;;;;;;;;;;;;
13.55;;;;;;;;;;;;;;;
13.6;;;;;;;;;;;;;;;
13.65;;;;;;;;;;;;;;;
13.7;;;;;;;;;;;;;;;
13.75;;;;;;;;;;;;;;;
13.8;;;;;;;;;;;;;;;
13.85;;;;;;;;;;;;;;;
13.9;;;;;;;;;;;;;;;
13.95;;;;;;;;;;;;;;;
14;;;;;;;;;;;;;;;
14.05;;;;;;;;;;;;;;;
14.1;;;;;;;;;;;;;;;
14.15;;;;;;;;;;;;;;;
14.2;;;;;;;;;;;;;;;
14.25;;;;;;;;;;;;;;;
